order_id,user_id,session_id,total_amount,discount_amount,delivery_fee,final_amount,delivery_days,payment_method,status,created_at
TL-ORD-4F38649E65,,sess_f83e485ab2a94cbe,2631.00,0.00,0.00,2631.00,2,Card,CONFIRMED,2026-09-06T08:06:36.047880+00:00
TL-ORD-F1B14EE3A4,6301,sess_44e20ab337c04495,4965.00,0.00,0.00,4965.00,4,COD,CONFIRMED,2026-09-06T07:56:02.509868+00:00
TL-ORD-2D4BB6A11B,10956,sess_8ab7bd94f19f4247,1308.00,196.20,0.00,1111.80,3,COD,CONFIRMED,2026-09-06T07:51:28.529200+00:00
TL-ORD-57A915A6B3,10665,sess_f9fbe3e3d43e4c12,3899.00,0.00,0.00,3899.00,2,NetBanking,CONFIRMED,2026-09-06T07:44:07.282615+00:00
TL-ORD-9FC26576C3,6191,sess_b529c00bcb4c4b03,4869.00,730.35,0.00,4138.65,3,COD,CONFIRMED,2026-09-06T07:39:30.121733+00:00
TL-ORD-E5F127CC19,8068,sess_d97472477d21426a,6594.00,0.00,0.00,6594.00,3,UPI,CONFIRMED,2026-09-06T07:32:55.997706+00:00
TL-ORD-D93AEEE8EA,9073,sess_9a61a9c43fb84f93,1199.00,179.85,0.00,1019.15,2,Card,CONFIRMED,2026-09-06T07:31:46.797330+00:00
TL-ORD-132DFC4C9F,,sess_12af7339e2ed4eff,5322.00,0.00,0.00,5322.00,4,NetBanking,CONFIRMED,2026-09-06T07:19:47.589107+00:00
TL-ORD-315E055693,9596,sess_b24af539381e44b6,6594.00,0.00,0.00,6594.00,3,Card,CONFIRMED,2026-09-06T06:31:34.376080+00:00
TL-ORD-1DD75B8082,6366,sess_84b09f207a0d4db7,5596.00,839.40,0.00,4756.60,2,COD,CONFIRMED,2026-09-06T06:20:47.219154+00:00
TL-ORD-18BDE951AE,,sess_3af96eb479f6476b,3621.00,0.00,0.00,3621.00,3,Card,CONFIRMED,2026-09-06T06:17:06.048884+00:00
TL-ORD-6E3492AC66,,sess_288c632cc11b446a,1791.00,0.00,0.00,1791.00,3,COD,CONFIRMED,2026-09-06T06:12:03.832049+00:00
TL-ORD-5191B61169,11527,sess_d897eea93c104977,4700.00,705.00,0.00,3995.00,3,NetBanking,CONFIRMED,2026-09-06T06:00:45.480674+00:00
TL-ORD-35133016B2,9587,sess_50e8c6f59439430c,2799.00,0.00,0.00,2799.00,5,UPI,CONFIRMED,2026-09-06T06:00:21.366774+00:00
TL-ORD-F716CA33DF,6995,sess_c0ff1072d6554da1,3670.00,550.50,0.00,3119.50,3,Card,CONFIRMED,2026-09-06T05:47:09.180989+00:00
TL-ORD-D814B94EA2,6314,sess_1ec23b2bbd6248d9,3019.00,0.00,0.00,3019.00,2,COD,CONFIRMED,2026-09-06T05:21:44.520891+00:00
TL-ORD-735753DB39,8182,sess_d86fa20fbc464183,2312.00,0.00,0.00,2312.00,5,UPI,CONFIRMED,2026-09-06T05:18:52.656425+00:00
TL-ORD-31D6666617,,sess_52e953bb7fa0499d,1299.00,0.00,0.00,1299.00,3,NetBanking,CONFIRMED,2026-09-06T04:51:33.023482+00:00
TL-ORD-D7186BF135,6465,sess_c67649c0d16b4d56,3389.00,0.00,0.00,3389.00,2,NetBanking,CONFIRMED,2026-09-06T04:50:43.587036+00:00
TL-ORD-A226A0C576,11934,sess_2ada26caaf71421d,3471.00,520.65,0.00,2950.35,3,COD,CONFIRMED,2026-09-06T04:47:11.459219+00:00
TL-ORD-CB9DCF8023,,sess_8a9035d21e8d49a2,3410.00,511.50,0.00,2898.50,4,NetBanking,CONFIRMED,2026-09-06T04:40:33.845036+00:00
TL-ORD-08A2AEBC37,,sess_3dbb85f571504b1e,4645.00,696.75,0.00,3948.25,2,Card,CONFIRMED,2026-09-06T04:14:28.009771+00:00
TL-ORD-CA415F5D2D,11545,sess_dc947c7d424546e8,577.00,86.55,99.00,589.45,2,NetBanking,CONFIRMED,2026-09-06T04:06:41.458706+00:00
TL-ORD-74803F299D,,sess_fd1d0ff31db24646,5006.00,0.00,0.00,5006.00,6,UPI,CONFIRMED,2026-09-06T04:01:59.493908+00:00
TL-ORD-9AB55827C6,9002,sess_4cb7bdb0f71848ad,2799.00,0.00,0.00,2799.00,5,UPI,CONFIRMED,2026-09-06T03:43:27.300899+00:00
TL-ORD-7DA1AE17D6,10853,sess_b776cc28b53446c7,2640.00,0.00,0.00,2640.00,3,NetBanking,CONFIRMED,2026-09-06T03:38:28.994093+00:00
TL-ORD-2BDE5FA2DD,9833,sess_9285ecb559e74eb9,2637.00,395.55,0.00,2241.45,3,Card,CONFIRMED,2026-09-06T03:37:52.710580+00:00
TL-ORD-B492F5DF2E,9588,sess_fb17c610b75b45e6,3090.00,463.50,0.00,2626.50,2,NetBanking,CONFIRMED,2026-09-06T03:12:43.029586+00:00
TL-ORD-7CEB3A58AC,11888,sess_b550e723e2644bf2,2499.00,0.00,0.00,2499.00,3,COD,CONFIRMED,2026-09-06T02:59:58.393801+00:00
TL-ORD-0C74FB7BB2,11538,sess_580be27d94bb4de1,3708.00,556.20,0.00,3151.80,4,NetBanking,CONFIRMED,2026-09-06T02:29:27.475323+00:00
TL-ORD-56BEC7E210,10712,sess_eb11f8cbbe1f42d6,4299.00,0.00,0.00,4299.00,2,UPI,CONFIRMED,2026-09-06T02:25:37.144656+00:00
TL-ORD-4AC36EB0D7,7641,sess_7fe9fe381bed4ae7,4758.00,0.00,0.00,4758.00,2,NetBanking,CONFIRMED,2026-09-06T02:14:25.142222+00:00
TL-ORD-901F48AEBD,,sess_6b4380a1398a4ce1,1802.00,0.00,0.00,1802.00,3,Card,CONFIRMED,2026-09-06T02:06:38.839771+00:00
TL-ORD-F16F77C2D4,6864,sess_8a7e022a34214b0c,6188.00,928.20,0.00,5259.80,2,Card,CONFIRMED,2026-09-06T02:06:06.199691+00:00
TL-ORD-346FA14C03,10555,sess_c4fd57c7cecb4078,2499.00,0.00,0.00,2499.00,3,NetBanking,CONFIRMED,2026-09-06T01:58:31.853573+00:00
TL-ORD-FB1206DC9B,9145,sess_88d7179d50354b04,2662.00,399.30,0.00,2262.70,2,UPI,CONFIRMED,2026-09-06T01:48:39.731738+00:00
TL-ORD-5ED250C9E3,7891,sess_479ca0d184384f22,1339.00,200.85,0.00,1138.15,3,Card,CONFIRMED,2026-09-06T01:36:01.073653+00:00
TL-ORD-064C630712,10458,sess_26da80f403c942ee,1914.00,0.00,0.00,1914.00,3,NetBanking,CONFIRMED,2026-09-06T01:24:49.632360+00:00
TL-ORD-1A62486029,9268,sess_8a50c352e91548ef,1199.00,0.00,0.00,1199.00,2,Card,CONFIRMED,2026-09-06T01:24:46.466695+00:00
TL-ORD-3E743602E6,,sess_320391aac1e94e03,4965.00,0.00,0.00,4965.00,4,NetBanking,CONFIRMED,2026-09-06T01:10:57.196420+00:00
TL-ORD-5B8648CF1F,11456,sess_0585035ca215430f,2999.00,0.00,0.00,2999.00,3,UPI,CONFIRMED,2026-09-06T01:05:52.906811+00:00
TL-ORD-B440655375,11282,sess_633c1ab045bf48cc,3410.00,0.00,0.00,3410.00,4,Card,CONFIRMED,2026-09-06T00:48:55.111346+00:00
TL-ORD-6079740726,9490,sess_88351b40636048c3,1263.00,0.00,0.00,1263.00,5,UPI,CONFIRMED,2026-09-06T00:43:39.342725+00:00
TL-ORD-87B282BED4,11600,sess_b9d8f729110b4afc,4958.00,0.00,0.00,4958.00,3,Card,CONFIRMED,2026-09-06T00:24:52.640208+00:00
TL-ORD-ADC9B277B8,11858,sess_a667bcdc3bce4fc6,3152.00,0.00,0.00,3152.00,2,Card,CONFIRMED,2026-09-06T00:18:50.757309+00:00
TL-ORD-B22DADE0BD,6115,sess_2d97d33a710843a2,3531.00,529.65,0.00,3001.35,3,UPI,CONFIRMED,2026-09-05T23:57:54.732576+00:00
TL-ORD-2E16FE9C74,6302,sess_aab1d6e978b3493f,2279.00,0.00,0.00,2279.00,4,UPI,CONFIRMED,2026-09-05T23:50:09.795791+00:00
TL-ORD-124C490FFC,9139,sess_ed77fe81ef434ee4,1774.00,0.00,0.00,1774.00,2,NetBanking,CONFIRMED,2026-09-05T23:29:56.160111+00:00
TL-ORD-7DB00AB256,7466,sess_a4d60b8a6f1e468c,2199.00,0.00,0.00,2199.00,4,Card,CONFIRMED,2026-09-05T23:21:53.451251+00:00
TL-ORD-6C11BC3C77,11402,sess_500c9418241d4209,1774.00,266.10,0.00,1507.90,2,Card,CONFIRMED,2026-09-05T23:18:15.914876+00:00
TL-ORD-D3CBA3C740,,sess_60279421be8746c2,3976.00,0.00,0.00,3976.00,2,UPI,CONFIRMED,2026-09-05T22:57:51.675726+00:00
TL-ORD-D269047950,11727,sess_eb1aa99ce700475a,5322.00,798.30,0.00,4523.70,4,UPI,CONFIRMED,2026-09-05T22:47:19.492037+00:00
TL-ORD-24E482762B,8376,sess_c109d76df2bb4569,1844.00,0.00,0.00,1844.00,3,COD,CONFIRMED,2026-09-05T22:43:08.209876+00:00
TL-ORD-E5A028FBF2,9185,sess_55d418d49e764104,2769.00,0.00,0.00,2769.00,2,NetBanking,CONFIRMED,2026-09-05T22:36:01.465412+00:00
TL-ORD-D5E36291CD,11025,sess_2c0adab2e8c34afc,3143.00,0.00,0.00,3143.00,2,COD,CONFIRMED,2026-09-05T22:24:39.663650+00:00
TL-ORD-3B77DFAE62,,sess_f3c0c2a556274f0a,743.00,111.45,99.00,730.55,3,COD,CONFIRMED,2026-09-05T22:11:31.985855+00:00
TL-ORD-378752B376,7915,sess_b931af42eaf2476c,1210.00,181.50,0.00,1028.50,2,Card,CONFIRMED,2026-09-05T21:59:37.460878+00:00
TL-ORD-1E0783623D,9978,sess_9b1d069676b24412,1952.00,292.80,0.00,1659.20,2,Card,CONFIRMED,2026-09-05T21:54:16.468883+00:00
TL-ORD-9733409459,9076,sess_eda2d79b7067401f,4999.00,749.85,0.00,4249.15,3,UPI,CONFIRMED,2026-09-05T21:53:08.178919+00:00
TL-ORD-A0E60E08B9,9447,sess_ba73a05174bf4ab4,3233.00,484.95,0.00,2748.05,3,COD,CONFIRMED,2026-09-05T21:46:44.752410+00:00
TL-ORD-54A648203B,9374,sess_8f6bd5546260432c,2617.00,392.55,0.00,2224.45,4,COD,CONFIRMED,2026-09-05T21:22:46.246386+00:00
TL-ORD-334E9699AC,,sess_d74a61bb3fd14f38,1230.00,0.00,0.00,1230.00,4,COD,CONFIRMED,2026-09-05T21:22:15.433585+00:00
TL-ORD-38FEFF303D,9565,sess_6f4c88d7a0074cc6,1882.00,0.00,0.00,1882.00,2,COD,CONFIRMED,2026-09-05T21:01:53.294025+00:00
TL-ORD-B1294C5335,,sess_a228db1492684261,2108.00,0.00,0.00,2108.00,6,NetBanking,CONFIRMED,2026-09-05T20:58:20.473235+00:00
TL-ORD-43D4B9E7EC,,sess_934dda7888824146,4299.00,644.85,0.00,3654.15,2,UPI,CONFIRMED,2026-09-05T20:57:22.860721+00:00
TL-ORD-1C9BC686B0,,sess_08982a7a0a30425a,5596.00,839.40,0.00,4756.60,2,UPI,CONFIRMED,2026-09-05T20:27:42.435433+00:00
TL-ORD-6AE34E65BB,6040,sess_1d7a4336d23740bb,2464.00,0.00,0.00,2464.00,3,NetBanking,CONFIRMED,2026-09-05T19:52:40.165313+00:00
TL-ORD-3CE1B58485,,sess_2b43ba343f5d4658,2339.00,350.85,0.00,1988.15,2,NetBanking,CONFIRMED,2026-09-05T19:40:46.879734+00:00
TL-ORD-DB0E285771,8770,sess_e1587ab8cfdb4ce7,1670.00,250.50,0.00,1419.50,2,UPI,CONFIRMED,2026-09-05T19:27:03.286436+00:00
TL-ORD-E07F531CC2,,sess_1be433e5c13244ea,3985.00,597.75,0.00,3387.25,3,UPI,CONFIRMED,2026-09-05T19:26:40.125747+00:00
TL-ORD-D6AEF8C541,,sess_f61c2675c14c40d4,4299.00,0.00,0.00,4299.00,2,Card,CONFIRMED,2026-09-05T19:20:04.784824+00:00
TL-ORD-839863F577,9350,sess_b644a75e7a7a456f,7008.00,1051.20,0.00,5956.80,3,NetBanking,CONFIRMED,2026-09-05T19:19:23.015736+00:00
TL-ORD-19AD432A08,11643,sess_affd6561b40d450e,2799.00,0.00,0.00,2799.00,2,Card,CONFIRMED,2026-09-05T19:16:38.721105+00:00
TL-ORD-308FEE544A,6873,sess_d9edbecf0023424d,3559.00,0.00,0.00,3559.00,2,NetBanking,CONFIRMED,2026-09-05T19:15:48.154073+00:00
TL-ORD-E20C2B8164,7213,sess_8171f13c3a8b4ca2,1954.00,293.10,0.00,1660.90,6,UPI,CONFIRMED,2026-09-05T19:15:09.350575+00:00
TL-ORD-7F9895B0DD,10184,sess_be5554e2990149e5,999.00,0.00,0.00,999.00,2,NetBanking,CONFIRMED,2026-09-05T19:10:58.280501+00:00
TL-ORD-F228AE6E93,,sess_01cf60fc48b74146,5322.00,798.30,0.00,4523.70,4,COD,CONFIRMED,2026-09-05T19:06:40.435559+00:00
TL-ORD-B34B67010F,8962,sess_106568d130a94d39,1952.00,0.00,0.00,1952.00,2,COD,CONFIRMED,2026-09-05T18:49:06.495612+00:00
TL-ORD-FD3DE7EE97,7501,sess_34d8599996af4cfa,1728.00,0.00,0.00,1728.00,2,COD,CONFIRMED,2026-09-05T18:29:09.116143+00:00
TL-ORD-58B2800B81,,sess_90892ca1e34d452c,2437.00,0.00,0.00,2437.00,4,UPI,CONFIRMED,2026-09-05T18:22:33.182661+00:00
TL-ORD-06B7EA76EC,7180,sess_b0301fb5394848a5,1244.00,0.00,0.00,1244.00,3,NetBanking,CONFIRMED,2026-09-05T18:19:04.195721+00:00
TL-ORD-9AB776EE63,6156,sess_ea7eb3b81f2d4601,1199.00,179.85,0.00,1019.15,2,Card,CONFIRMED,2026-09-05T18:17:54.535232+00:00
TL-ORD-1F543EDEDD,9381,sess_c9052bd531984ace,4299.00,644.85,0.00,3654.15,2,COD,CONFIRMED,2026-09-05T18:11:14.775864+00:00
TL-ORD-8FDEBA6199,,sess_590dc602268240f9,1829.00,274.35,0.00,1554.65,6,NetBanking,CONFIRMED,2026-09-05T18:06:59.767517+00:00
TL-ORD-3673C22CE4,8461,sess_59ade004ba74415c,2686.00,402.90,0.00,2283.10,4,Card,CONFIRMED,2026-09-05T17:39:59.840591+00:00
TL-ORD-0B270BF636,10404,sess_24616eddecb44e9c,1533.00,0.00,0.00,1533.00,2,COD,CONFIRMED,2026-09-05T17:26:20.968032+00:00
TL-ORD-66381C50F0,7125,sess_9b7617917c144997,2686.00,402.90,0.00,2283.10,4,Card,CONFIRMED,2026-09-05T17:25:35.600952+00:00
TL-ORD-A72C3C5320,6942,sess_6a83c58fb94d464c,3389.00,0.00,0.00,3389.00,2,COD,CONFIRMED,2026-09-05T17:19:44.495458+00:00
TL-ORD-F29A348AFB,9563,sess_0b9c445beac24a8d,2403.00,360.45,0.00,2042.55,2,UPI,CONFIRMED,2026-09-05T17:18:17.933208+00:00
TL-ORD-B76C160E8C,6867,sess_7cb79bc2062f45ea,848.00,0.00,99.00,947.00,6,UPI,CONFIRMED,2026-09-05T17:13:20.254622+00:00
TL-ORD-4F11D1D9A4,10020,sess_5cd5ed2d7f184ad5,1733.00,0.00,0.00,1733.00,3,COD,CONFIRMED,2026-09-05T17:10:33.773116+00:00
TL-ORD-BBDA3E43C7,,sess_3aaf89ef6dd24f83,1668.00,250.20,0.00,1417.80,3,COD,CONFIRMED,2026-09-05T16:48:46.340580+00:00
TL-ORD-E25F078CE7,,sess_de594ac44d7e42b4,1899.00,284.85,0.00,1614.15,2,Card,CONFIRMED,2026-09-05T16:48:27.896204+00:00
TL-ORD-87C4CF438A,7060,sess_030aa9c2d3ae4c49,2339.00,0.00,0.00,2339.00,2,NetBanking,CONFIRMED,2026-09-05T16:40:06.493656+00:00
TL-ORD-7B56F35F37,10252,sess_1d5fce77284a46f6,1899.00,0.00,0.00,1899.00,2,UPI,CONFIRMED,2026-09-05T16:39:46.334501+00:00
TL-ORD-626EC7B511,6958,sess_b90eb61b188841bd,2499.00,0.00,0.00,2499.00,3,COD,CONFIRMED,2026-09-05T16:22:50.056023+00:00
TL-ORD-6C9E00633A,,sess_f02c04b6a7374f58,2438.00,0.00,0.00,2438.00,3,Card,CONFIRMED,2026-09-05T16:15:26.694353+00:00
TL-ORD-78567E4201,11842,sess_9d83ab8a7c9f40fc,3008.00,0.00,0.00,3008.00,3,COD,CONFIRMED,2026-09-05T15:57:08.775529+00:00
TL-ORD-6971DD69D3,11777,sess_34dde8b244a34a1e,1617.00,0.00,0.00,1617.00,3,COD,CONFIRMED,2026-09-05T15:56:16.198870+00:00
TL-ORD-08532AB96B,7821,sess_e66a2ab2051a48bc,642.00,96.30,99.00,644.70,5,COD,CONFIRMED,2026-09-05T15:53:35.920361+00:00
TL-ORD-85E4AAD6CC,7385,sess_0bcb701375a7483f,4132.00,0.00,0.00,4132.00,2,NetBanking,CONFIRMED,2026-09-05T15:49:14.275427+00:00
TL-ORD-D57C206A78,10119,sess_839f9e51362f4f1e,3008.00,0.00,0.00,3008.00,3,COD,CONFIRMED,2026-09-05T15:45:17.165372+00:00
TL-ORD-74733D62BE,9140,sess_be82a910ee824f40,4030.00,604.50,0.00,3425.50,4,Card,CONFIRMED,2026-09-05T15:40:42.777690+00:00
TL-ORD-1316659D11,7265,sess_179d04631a784eed,4817.00,722.55,0.00,4094.45,2,Card,CONFIRMED,2026-09-05T15:27:46.460680+00:00
TL-ORD-16C6793FA7,,sess_9885fa85809143e5,3857.00,0.00,0.00,3857.00,5,UPI,CONFIRMED,2026-09-05T15:24:38.093159+00:00
TL-ORD-18EE30A7FF,7206,sess_c287a4fbc322432b,3481.00,522.15,0.00,2958.85,5,Card,CONFIRMED,2026-09-05T15:24:05.450017+00:00
TL-ORD-FC2E9C3DD5,,sess_9aeed3c5543a48c7,2499.00,0.00,0.00,2499.00,3,UPI,CONFIRMED,2026-09-05T15:02:46.330128+00:00
TL-ORD-8278418AED,6640,sess_d7d6ae541a11411e,1724.00,0.00,0.00,1724.00,4,NetBanking,CONFIRMED,2026-09-05T14:52:08.590374+00:00
TL-ORD-A9A3BB0A51,10365,sess_aca92515e1f4450b,1061.00,159.15,0.00,901.85,3,COD,CONFIRMED,2026-09-05T14:26:36.752534+00:00
TL-ORD-80530F83F0,6065,sess_e18dd946886b4618,4168.00,0.00,0.00,4168.00,3,UPI,CONFIRMED,2026-09-05T14:24:44.728422+00:00
TL-ORD-FF0031FD8C,9657,sess_13b412e71337416d,1322.00,0.00,0.00,1322.00,4,COD,CONFIRMED,2026-09-05T14:24:10.123638+00:00
TL-ORD-2CE764EEFD,10223,sess_c94f2d7e80ab49d9,1617.00,242.55,0.00,1374.45,3,NetBanking,CONFIRMED,2026-09-05T14:20:13.774286+00:00
TL-ORD-3EDD8208C7,9461,sess_cb681b9af63d4a6c,1564.00,0.00,0.00,1564.00,2,UPI,CONFIRMED,2026-09-05T14:15:21.984653+00:00
TL-ORD-986A6A36FA,10145,sess_cf14a04473954f1e,1107.00,0.00,0.00,1107.00,4,UPI,CONFIRMED,2026-09-05T14:14:29.125607+00:00
TL-ORD-5380776477,9266,sess_8515e7352ac24d76,2339.00,0.00,0.00,2339.00,2,UPI,CONFIRMED,2026-09-05T14:13:01.734590+00:00
TL-ORD-4EA6E7658C,7545,sess_5f22be2f325a493f,1928.00,289.20,0.00,1638.80,2,COD,CONFIRMED,2026-09-05T13:46:50.101416+00:00
TL-ORD-21FC337114,8848,sess_815970e9b13c4ef6,2235.00,0.00,0.00,2235.00,3,Card,CONFIRMED,2026-09-05T13:45:40.345560+00:00
TL-ORD-F7241700A9,6664,sess_0a9f532bccd341f2,5450.00,817.50,0.00,4632.50,2,NetBanking,CONFIRMED,2026-09-05T13:40:37.934121+00:00
TL-ORD-4873BAA534,9053,sess_589750baff924da2,1952.00,292.80,0.00,1659.20,2,COD,CONFIRMED,2026-09-05T13:24:28.326351+00:00
TL-ORD-08777CFF26,8508,sess_7ae44ae05fce47ac,2799.00,0.00,0.00,2799.00,5,NetBanking,CONFIRMED,2026-09-05T13:19:54.057883+00:00
TL-ORD-E6B346F9A4,10913,sess_a38fae57be254f41,2999.00,449.85,0.00,2549.15,3,UPI,CONFIRMED,2026-09-05T13:17:55.486880+00:00
TL-ORD-1095A3759A,,sess_5260ae0c966f4f78,3410.00,511.50,0.00,2898.50,4,UPI,CONFIRMED,2026-09-05T13:09:35.314761+00:00
TL-ORD-01B4F8429F,,sess_e3333bf1604c4f87,4700.00,705.00,0.00,3995.00,3,Card,CONFIRMED,2026-09-05T13:06:31.803869+00:00
TL-ORD-B187AEE3A8,8081,sess_9757772a06db457c,984.00,0.00,99.00,1083.00,5,UPI,CONFIRMED,2026-09-05T12:45:57.358093+00:00
TL-ORD-8414196BC1,6672,sess_2f29ef3fa6444142,3559.00,533.85,0.00,3025.15,2,Card,CONFIRMED,2026-09-05T12:45:27.148888+00:00
TL-ORD-7A9C44A8D8,9187,sess_0800d3848bad4df7,1299.00,0.00,0.00,1299.00,3,UPI,CONFIRMED,2026-09-05T12:42:52.470296+00:00
TL-ORD-FDB83BB608,,sess_f4b021c039a44597,2036.00,305.40,0.00,1730.60,2,NetBanking,CONFIRMED,2026-09-05T12:40:44.360880+00:00
TL-ORD-8355E5CF74,8515,sess_d124cd52c2da4098,2673.00,0.00,0.00,2673.00,2,NetBanking,CONFIRMED,2026-09-05T12:40:40.301386+00:00
TL-ORD-37E0C9D6C9,6907,sess_d6e9d572bd864990,3389.00,0.00,0.00,3389.00,2,NetBanking,CONFIRMED,2026-09-05T12:33:42.622854+00:00
TL-ORD-665F8F0F73,8929,sess_d48a8dd7a35a42a9,3294.00,0.00,0.00,3294.00,4,COD,CONFIRMED,2026-09-05T12:31:17.546973+00:00
TL-ORD-A1B04B8919,6205,sess_5e3e9fb90bdc4152,2199.00,0.00,0.00,2199.00,4,COD,CONFIRMED,2026-09-05T12:28:35.318915+00:00
TL-ORD-CE1F4DB74A,7405,sess_ad9701f960964849,1844.00,276.60,0.00,1567.40,3,NetBanking,CONFIRMED,2026-09-05T12:12:48.679511+00:00
TL-ORD-A773C19F86,6661,sess_544e725b40c444bf,1179.00,176.85,0.00,1002.15,2,Card,CONFIRMED,2026-09-05T12:11:15.466274+00:00
TL-ORD-8F272D1E22,8610,sess_af66c91617654115,2792.00,0.00,0.00,2792.00,2,COD,CONFIRMED,2026-09-05T12:04:11.938927+00:00
TL-ORD-1882BFF7D6,,sess_ca5f4c36b65b4c5e,4320.00,0.00,0.00,4320.00,4,COD,CONFIRMED,2026-09-05T11:56:57.759001+00:00
TL-ORD-B0CF673ACB,10570,sess_a9cd1ae7a8bc4042,3246.00,0.00,0.00,3246.00,6,Card,CONFIRMED,2026-09-05T11:56:22.731972+00:00
TL-ORD-3E942F5334,11279,sess_cfc869b484fc4a4f,3499.00,0.00,0.00,3499.00,2,Card,CONFIRMED,2026-09-05T11:53:32.356738+00:00
TL-ORD-3D27A1B8A5,7968,sess_3826a4c8aedc4bcd,2499.00,0.00,0.00,2499.00,3,UPI,CONFIRMED,2026-09-05T11:49:06.207781+00:00
TL-ORD-B02A5E364B,8449,sess_a58757bf3c7b4064,1199.00,0.00,0.00,1199.00,2,COD,CONFIRMED,2026-09-05T11:27:09.573256+00:00
TL-ORD-F56CF86437,7665,sess_d801571a4f544ec0,3582.00,0.00,0.00,3582.00,4,COD,CONFIRMED,2026-09-05T11:25:37.386073+00:00
TL-ORD-CE2C1E0037,6779,sess_14eaef52ac45467d,852.00,127.80,99.00,823.20,2,NetBanking,CONFIRMED,2026-09-05T11:17:51.483217+00:00
TL-ORD-3C743F103B,,sess_5218e41aca8a4d64,3233.00,484.95,0.00,2748.05,3,NetBanking,CONFIRMED,2026-09-05T11:15:41.979694+00:00
TL-ORD-A0BFCEAD65,,sess_d5e06cf5add04c72,4499.00,0.00,0.00,4499.00,2,Card,CONFIRMED,2026-09-05T11:08:17.327009+00:00
TL-ORD-8D5EDCD54D,9023,sess_893c9ecb946f4346,1199.00,0.00,0.00,1199.00,2,UPI,CONFIRMED,2026-09-05T11:00:25.321741+00:00
TL-ORD-BD0E3F7319,,sess_7d52a32f13784eed,4299.00,0.00,0.00,4299.00,2,COD,CONFIRMED,2026-09-05T10:58:21.446889+00:00
TL-ORD-38AA11F27E,7683,sess_af184fc728ed4dda,2108.00,0.00,0.00,2108.00,6,UPI,CONFIRMED,2026-09-05T10:46:51.128656+00:00
TL-ORD-DDEEBC08F4,8700,sess_add5bed189c64751,743.00,0.00,99.00,842.00,3,Card,CONFIRMED,2026-09-05T10:25:07.146987+00:00
TL-ORD-E96D1FC968,8184,sess_d79c9b7aa76047d1,2936.00,0.00,0.00,2936.00,4,Card,CONFIRMED,2026-09-05T10:20:56.006751+00:00
TL-ORD-922AAA531C,6199,sess_0cbc97043ae447be,3556.00,533.40,0.00,3022.60,2,UPI,CONFIRMED,2026-09-05T10:19:43.276772+00:00
TL-ORD-2C43D34ECA,7514,sess_d9006bcda8694432,2999.00,449.85,0.00,2549.15,3,COD,CONFIRMED,2026-09-05T10:16:25.172268+00:00
TL-ORD-6D5AE1B406,10230,sess_63f05f4841814b38,2673.00,0.00,0.00,2673.00,2,Card,CONFIRMED,2026-09-05T10:14:52.094618+00:00
TL-ORD-0FA841273A,8133,sess_4c1f6d9fbfe14229,1739.00,0.00,0.00,1739.00,5,NetBanking,CONFIRMED,2026-09-05T10:13:42.381422+00:00
TL-ORD-2299052707,9772,sess_fd469f5a4a3b4c12,1875.00,0.00,0.00,1875.00,4,NetBanking,CONFIRMED,2026-09-05T09:57:35.391639+00:00
TL-ORD-3FF89BCF8E,9110,sess_f3c6e7b436e64ddb,1684.00,0.00,0.00,1684.00,2,COD,CONFIRMED,2026-09-05T09:38:48.437822+00:00
TL-ORD-D99096AB36,6170,sess_59b17fb3f18e4387,1103.00,165.45,0.00,937.55,2,Card,CONFIRMED,2026-09-05T08:58:44.473486+00:00
TL-ORD-896829157A,,sess_54f5788e95ab46b2,5450.00,0.00,0.00,5450.00,3,COD,CONFIRMED,2026-09-05T08:58:41.694812+00:00
TL-ORD-266AF65A36,11459,sess_280c4643cf2c4241,2550.00,382.50,0.00,2167.50,2,COD,CONFIRMED,2026-09-05T08:51:15.348484+00:00
TL-ORD-5FAA788527,10872,sess_ff645307adc24478,3499.00,0.00,0.00,3499.00,3,COD,CONFIRMED,2026-09-05T08:49:14.062954+00:00
TL-ORD-213B7C1EEC,6572,sess_f58a2b95852b4f63,2238.00,335.70,0.00,1902.30,3,Card,CONFIRMED,2026-09-05T08:49:10.187304+00:00
TL-ORD-BB1949C58E,11032,sess_454e7d589fae4189,3152.00,0.00,0.00,3152.00,2,Card,CONFIRMED,2026-09-05T08:44:14.746500+00:00
TL-ORD-A9FB203D88,6103,sess_b495c1973ceb457d,2637.00,0.00,0.00,2637.00,3,NetBanking,CONFIRMED,2026-09-05T08:38:46.042839+00:00
TL-ORD-4CEC61890B,,sess_09376d4fa9ea43ec,3174.00,0.00,0.00,3174.00,5,UPI,CONFIRMED,2026-09-05T08:18:43.318674+00:00
TL-ORD-DD853D99A8,10946,sess_94fe0cebb2d24950,2195.00,0.00,0.00,2195.00,4,UPI,CONFIRMED,2026-09-05T08:18:00.663122+00:00
TL-ORD-DD680D066D,,sess_664b0ae67a9847a9,2334.00,0.00,0.00,2334.00,5,NetBanking,CONFIRMED,2026-09-05T08:12:31.576457+00:00
TL-ORD-CFBAF9E076,6548,sess_cccd0527280f4041,6489.00,0.00,0.00,6489.00,2,UPI,CONFIRMED,2026-09-05T08:01:22.732382+00:00
TL-ORD-26AD289DCD,9189,sess_d2f7a58c38b944a5,4237.00,0.00,0.00,4237.00,4,COD,CONFIRMED,2026-09-05T07:56:39.126942+00:00
