order_id,user_id,session_id,total_amount,discount_amount,delivery_fee,final_amount,delivery_days,payment_method,status,shipping_city,shipping_pincode,created_at,order_date
TL-ORD-D571624954,,sess_aedab84277954024,4999,0.0,0,4999.0,3,Card,CONFIRMED,Delhi NCR,480535,2026-08-30 08:05:25.247233,2026-08-30
TL-ORD-FF54341850,8466.0,sess_6d2a2a6f1c9a4127,3090,0.0,0,3090.0,2,Card,CONFIRMED,Bengaluru,462945,2026-08-22 04:53:19.050442,2026-08-22
TL-ORD-7D05151CD5,,sess_36aea12ab6c8489b,1170,0.0,0,1170.0,5,UPI,CONFIRMED,Delhi NCR,690825,2026-08-31 10:44:07.054405,2026-08-31
TL-ORD-5163313933,10178.0,sess_a26fab52d53e4c28,2268,0.0,0,2268.0,3,COD,CONFIRMED,Delhi NCR,305240,2026-08-26 14:15:28.005098,2026-08-26
TL-ORD-DB2B4CC3FB,,sess_d219ad7c6c974b65,3499,0.0,0,3499.0,2,NetBanking,CONFIRMED,Chennai,524538,2026-09-12 23:17:29.351286,2026-09-12
TL-ORD-289A451A88,6682.0,sess_5d149355b9564b95,1664,249.6,0,1414.4,3,Card,CONFIRMED,Hyderabad,690798,2026-08-29 09:01:40.805241,2026-08-29
TL-ORD-FE98B5A036,7539.0,sess_82e238c5d9044d2b,3899,0.0,0,3899.0,2,NetBanking,CONFIRMED,Delhi NCR,458452,2026-08-22 23:50:32.259901,2026-08-22
TL-ORD-34B813A345,7916.0,sess_12b456338f8f448a,3024,453.6,0,2570.4,5,Card,CONFIRMED,Bengaluru,515399,2026-09-10 05:53:28.648111,2026-09-10
TL-ORD-D18B22D6C6,8393.0,sess_c26b436f255944ad,2799,419.85,0,2379.15,5,COD,CONFIRMED,Delhi NCR,289469,2026-08-25 10:31:49.178039,2026-08-25
TL-ORD-0F5AF3F3EB,11950.0,sess_d7763809834940e5,6999,0.0,0,6999.0,2,Card,CONFIRMED,Bengaluru,602528,2026-08-21 17:05:08.275409,2026-08-21
TL-ORD-168B4D5AE7,7039.0,sess_ff005c8956604516,1844,276.6,0,1567.4,3,COD,CONFIRMED,Chennai,501827,2026-08-29 09:16:18.313802,2026-08-29
TL-ORD-221DF1E3ED,,sess_9a274d33a1424d19,2839,425.85,0,2413.15,4,COD,CONFIRMED,Mumbai,622286,2026-08-28 17:45:17.204304,2026-08-28
TL-ORD-68EF510182,,sess_b0b0ecab5d0241e0,4299,644.85,0,3654.15,2,UPI,CONFIRMED,Mumbai,548424,2026-08-17 16:58:11.505989,2026-08-17
TL-ORD-DBA9EA390C,7978.0,sess_61090005aee04f67,6999,1049.85,0,5949.15,2,NetBanking,CONFIRMED,Chennai,482024,2026-08-30 16:35:48.188092,2026-08-30
TL-ORD-67BAB21EA9,7463.0,sess_2d17f862db304a2a,3471,0.0,0,3471.0,3,COD,CONFIRMED,Hyderabad,569235,2026-08-18 22:32:52.561520,2026-08-18
TL-ORD-D94A805ACC,6167.0,sess_713f3bda3cc74226,829,124.35,99,803.65,6,Card,CONFIRMED,Mumbai,307500,2026-09-13 19:38:55.094420,2026-09-13
TL-ORD-EC1663C93C,6507.0,sess_242a69fcd5f7499b,1882,282.3,0,1599.7,2,COD,CONFIRMED,Chennai,665512,2026-08-23 04:17:14.158552,2026-08-23
TL-ORD-B8C4E78260,11390.0,sess_99746f353fb44a55,3008,0.0,0,3008.0,3,Card,CONFIRMED,Bengaluru,160552,2026-08-28 16:09:49.505604,2026-08-28
TL-ORD-5EC3888A00,11752.0,sess_0a34deaa195c496f,2464,369.6,0,2094.4,3,Card,CONFIRMED,Chennai,282228,2026-08-18 14:32:04.825114,2026-08-18
TL-ORD-6B6FCA0736,8712.0,sess_f4b55c1fa9d34e97,1829,0.0,0,1829.0,6,NetBanking,CONFIRMED,Hyderabad,187340,2026-08-27 03:09:25.398460,2026-08-27
TL-ORD-CC6A0E8FA4,,sess_3b6f531fb1954b78,1040,156.0,0,884.0,2,Card,CONFIRMED,Pune,474984,2026-08-31 02:59:40.078149,2026-08-31
TL-ORD-910320271F,,sess_2a30f13536574b36,7008,1051.2,0,5956.8,3,Card,CONFIRMED,Chennai,272635,2026-09-04 11:55:07.914767,2026-09-04
TL-ORD-D2681298D8,9044.0,sess_b8c5f164479c4e44,3576,0.0,0,3576.0,6,NetBanking,CONFIRMED,Pune,528751,2026-08-28 20:14:14.584567,2026-08-28
TL-ORD-BD930E83C6,,sess_3b4c536d3456493d,2499,0.0,0,2499.0,3,UPI,CONFIRMED,Delhi NCR,125460,2026-09-13 08:30:11.146436,2026-09-13
TL-ORD-348A829875,9557.0,sess_5e6d0ba3062b4511,3152,0.0,0,3152.0,2,Card,CONFIRMED,Chennai,468602,2026-08-27 18:05:40.483704,2026-08-27
TL-ORD-68E65D1DFE,9072.0,sess_fd40e352fb65492c,3499,524.85,0,2974.15,3,NetBanking,CONFIRMED,Mumbai,679400,2026-08-27 17:46:56.993811,2026-08-27
TL-ORD-C592CADB92,11852.0,sess_7c775818bcad46c5,1899,284.85,0,1614.15,2,UPI,CONFIRMED,Chennai,524580,2026-08-24 02:56:55.687121,2026-08-24
TL-ORD-024BBC2584,10440.0,sess_13eeddcdc27c4bde,4897,0.0,0,4897.0,3,NetBanking,CONFIRMED,Bengaluru,225283,2026-09-08 10:32:20.979437,2026-09-08
TL-ORD-EE4A8A5AE1,9492.0,sess_0baa4fd293f0411b,1791,0.0,0,1791.0,3,UPI,CONFIRMED,Delhi NCR,479529,2026-08-19 20:07:47.811075,2026-08-19
TL-ORD-1F8E01D49E,10195.0,sess_5dfec09fd1d04cac,6489,0.0,0,6489.0,2,Card,CONFIRMED,Bengaluru,267415,2026-09-02 11:35:19.267940,2026-09-02
TL-ORD-53C654CFCF,10714.0,sess_6dd5aaf241f74ba1,1199,0.0,0,1199.0,2,UPI,CONFIRMED,Hyderabad,311880,2026-08-25 00:10:55.703911,2026-08-25
TL-ORD-C9D54A67C6,7209.0,sess_da70ff0affc34791,3621,543.15,0,3077.85,3,COD,CONFIRMED,Hyderabad,182754,2026-08-23 07:23:44.060672,2026-08-23
TL-ORD-1C11E0CC1D,10457.0,sess_4d496811723b4f48,3090,0.0,0,3090.0,2,UPI,CONFIRMED,Delhi NCR,247528,2026-08-21 20:11:02.640568,2026-08-21
TL-ORD-6F0C3DD3EE,11907.0,sess_c79fefbf00624318,4758,0.0,0,4758.0,2,NetBanking,CONFIRMED,Chennai,215092,2026-09-03 22:09:18.421066,2026-09-03
TL-ORD-9D941669C6,,sess_ce72c4ef7a7e47b4,1844,0.0,0,1844.0,2,Card,CONFIRMED,Chennai,311133,2026-08-24 09:54:31.831688,2026-08-24
TL-ORD-7940C203FB,7520.0,sess_25bd672b5bf241dd,1034,0.0,0,1034.0,4,COD,CONFIRMED,Hyderabad,483865,2026-08-26 13:21:00.539982,2026-08-26
TL-ORD-81A01D6EA3,8268.0,sess_3ae6a112929f424f,1170,175.5,0,994.5,5,NetBanking,CONFIRMED,Bengaluru,468381,2026-09-04 11:04:33.864005,2026-09-04
TL-ORD-F0027580C6,7955.0,sess_ce51ae990a454c06,3282,492.3,0,2789.7,4,NetBanking,CONFIRMED,Mumbai,311592,2026-09-05 01:12:39.691789,2026-09-05
TL-ORD-1A20050D65,7835.0,sess_3e41c1409fae4965,1103,0.0,0,1103.0,2,COD,CONFIRMED,Bengaluru,269739,2026-08-18 01:51:01.087963,2026-08-18
TL-ORD-B187AEE3A8,8081.0,sess_9757772a06db457c,984,0.0,99,1083.0,5,UPI,CONFIRMED,Pune,673787,2026-09-05 12:45:57.358093,2026-09-05
TL-ORD-CADC580102,,sess_7a3cdfca912e4c82,869,0.0,99,968.0,3,Card,CONFIRMED,Mumbai,670627,2026-08-19 01:30:09.626870,2026-08-19
TL-ORD-4093DD5F75,8942.0,sess_738eb1c080eb455e,4869,0.0,0,4869.0,3,COD,CONFIRMED,Pune,385064,2026-09-04 04:01:28.843713,2026-09-04
TL-ORD-A20C569548,10861.0,sess_3ef3b169b5b24198,2499,374.85,0,2124.15,3,NetBanking,CONFIRMED,Bengaluru,650782,2026-09-03 11:39:34.854787,2026-09-03
TL-ORD-FAEDAAA933,7464.0,sess_cc84c2dbdf4946eb,3090,0.0,0,3090.0,2,UPI,CONFIRMED,Mumbai,330047,2026-08-22 11:19:03.205758,2026-08-22
TL-ORD-D61BCA9C0C,8106.0,sess_3c520fec3c334466,5184,0.0,0,5184.0,6,UPI,CONFIRMED,Mumbai,136556,2026-08-20 18:46:59.152771,2026-08-20
TL-ORD-66E5EE916E,,sess_db46c4d0638949c3,2268,340.2,0,1927.8,3,UPI,CONFIRMED,Hyderabad,608106,2026-08-21 19:42:16.215447,2026-08-21
TL-ORD-E5A028FBF2,9185.0,sess_55d418d49e764104,2769,0.0,0,2769.0,2,NetBanking,CONFIRMED,Pune,640212,2026-09-05 22:36:01.465412,2026-09-05
TL-ORD-46D33CD7E3,8032.0,sess_a3de3a30cd954117,1906,285.9,0,1620.1,3,UPI,CONFIRMED,Hyderabad,657981,2026-09-08 16:00:01.127091,2026-09-08
TL-ORD-17AEF338DD,9807.0,sess_7151456923534715,2792,0.0,0,2792.0,2,NetBanking,CONFIRMED,Bengaluru,425048,2026-08-23 13:19:43.309154,2026-08-23
TL-ORD-E011B6954B,11060.0,sess_88b0281347f34da1,2235,0.0,0,2235.0,3,Card,CONFIRMED,Pune,694889,2026-09-01 04:20:52.473117,2026-09-01
TL-ORD-5F2A3F77A1,,sess_c9ec66931b5843ee,1772,265.8,0,1506.2,6,UPI,CONFIRMED,Chennai,594602,2026-08-23 21:50:48.045617,2026-08-23
TL-ORD-3F4EA3243C,,sess_35a6b2491a244bf3,7008,1051.2,0,5956.8,3,COD,CONFIRMED,Hyderabad,348025,2026-09-03 03:07:56.781096,2026-09-03
TL-ORD-9A5A1A750E,9576.0,sess_f2e461b610574c18,4869,730.35,0,4138.65,3,COD,CONFIRMED,Mumbai,473211,2026-08-28 21:06:00.660674,2026-08-28
TL-ORD-E88370973E,7929.0,sess_dd37d926309a4720,1899,0.0,0,1899.0,4,COD,CONFIRMED,Delhi NCR,219214,2026-08-22 13:12:46.602668,2026-08-22
TL-ORD-5A93EC81AA,7118.0,sess_3e22e78312464cec,4965,744.75,0,4220.25,4,Card,CONFIRMED,Hyderabad,525925,2026-09-13 11:28:07.131022,2026-09-13
TL-ORD-9AA559A580,,sess_84b5438d88af424f,2172,0.0,0,2172.0,6,COD,CONFIRMED,Hyderabad,321018,2026-08-23 08:24:58.486042,2026-08-23
TL-ORD-C6DE5F941E,,sess_e17a514ef45c4b3f,4759,713.85,0,4045.15,4,Card,CONFIRMED,Chennai,203437,2026-09-04 22:48:41.633679,2026-09-04
TL-ORD-0FA841273A,8133.0,sess_4c1f6d9fbfe14229,1739,0.0,0,1739.0,5,NetBanking,CONFIRMED,Hyderabad,227304,2026-09-05 10:13:42.381422,2026-09-05
TL-ORD-183285D480,10835.0,sess_a641b0259f08478c,2640,396.0,0,2244.0,3,NetBanking,CONFIRMED,Hyderabad,616509,2026-09-13 07:20:43.394998,2026-09-13
TL-ORD-3E0463A102,,sess_c6b23c83378a44a1,1089,0.0,0,1089.0,3,COD,CONFIRMED,Bengaluru,679333,2026-09-08 17:43:01.418728,2026-09-08
TL-ORD-9FB3CFE25C,8379.0,sess_01bd3e6bf912415d,2199,329.85,0,1869.15,4,COD,CONFIRMED,Chennai,269513,2026-08-26 16:35:42.392725,2026-08-26
TL-ORD-468EB4191B,11416.0,sess_7a1291e8698c4f46,4168,0.0,0,4168.0,3,COD,CONFIRMED,Hyderabad,505521,2026-08-21 21:22:49.779316,2026-08-21
TL-ORD-6B36B3DB7B,,sess_1ab87545c0d645f6,1914,287.1,0,1626.9,3,Card,CONFIRMED,Delhi NCR,584766,2026-09-11 00:14:48.480137,2026-09-11
TL-ORD-4967C2451A,6884.0,sess_3015c6416aef4a63,4817,722.55,0,4094.45,2,NetBanking,CONFIRMED,Hyderabad,557665,2026-09-04 20:40:32.444810,2026-09-04
TL-ORD-CF9FA05ED5,9052.0,sess_310fb19651bd43c2,1774,0.0,0,1774.0,2,UPI,CONFIRMED,Pune,371454,2026-08-30 05:14:14.277547,2026-08-30
TL-ORD-9317726ED1,11329.0,sess_9b6aac1cdd0046af,1603,0.0,0,1603.0,2,COD,CONFIRMED,Chennai,186617,2026-08-18 04:20:29.954783,2026-08-18
TL-ORD-C8DC52BED6,10875.0,sess_f5314b7705684cb4,1040,0.0,0,1040.0,2,UPI,CONFIRMED,Mumbai,355599,2026-08-23 07:37:45.200408,2026-08-23
TL-ORD-601358494E,11128.0,sess_1c96aabdd18a4c62,3246,486.9,0,2759.1,6,UPI,CONFIRMED,Delhi NCR,181605,2026-09-11 13:07:07.229834,2026-09-11
TL-ORD-E87712BC9A,,sess_8d145a9127e34906,3316,497.4,0,2818.6,3,NetBanking,CONFIRMED,Pune,145873,2026-09-03 05:11:07.531602,2026-09-03
TL-ORD-0CD1867FE5,8250.0,sess_21f050d282e44788,3777,0.0,0,3777.0,4,Card,CONFIRMED,Hyderabad,596464,2026-09-13 01:24:04.927229,2026-09-13
TL-ORD-520EDFE507,11676.0,sess_33269fc18ef8431c,3985,0.0,0,3985.0,3,NetBanking,CONFIRMED,Bengaluru,289741,2026-09-01 22:09:24.199676,2026-09-01
TL-ORD-FF0031FD8C,9657.0,sess_13b412e71337416d,1322,0.0,0,1322.0,4,COD,CONFIRMED,Delhi NCR,404773,2026-09-05 14:24:10.123638,2026-09-05
TL-ORD-72B1C61A09,,sess_34a369378e0a4148,2235,0.0,0,2235.0,3,COD,CONFIRMED,Mumbai,180782,2026-08-22 10:32:03.892957,2026-08-22
TL-ORD-6E47F9944D,,sess_5d9a1d8f356e4156,984,0.0,99,1083.0,5,Card,CONFIRMED,Delhi NCR,397612,2026-09-02 11:53:01.246587,2026-09-02
TL-ORD-D71B3BB062,7358.0,sess_9d18f430f151496e,4299,0.0,0,4299.0,2,UPI,CONFIRMED,Pune,599966,2026-08-18 00:57:58.937485,2026-08-18
TL-ORD-ED23CFFF8F,,sess_9d83768506204348,2631,0.0,0,2631.0,2,COD,CONFIRMED,Pune,399685,2026-09-10 09:36:57.341223,2026-09-10
TL-ORD-86DC05685E,,sess_b186dfead8684d1e,4817,722.55,0,4094.45,2,COD,CONFIRMED,Delhi NCR,121154,2026-09-11 14:33:04.872940,2026-09-11
TL-ORD-2801D76E4B,8217.0,sess_91a6677d339e4ed7,2717,0.0,0,2717.0,3,Card,CONFIRMED,Pune,442063,2026-09-05 06:07:39.206825,2026-09-05
TL-ORD-EE9622814D,11672.0,sess_a9cbd72ebc14456d,3177,0.0,0,3177.0,3,Card,CONFIRMED,Hyderabad,111862,2026-08-22 12:36:58.427044,2026-08-22
TL-ORD-CF72F47B71,,sess_c6d8c0f79c784214,999,0.0,0,999.0,2,COD,CONFIRMED,Chennai,399930,2026-09-01 05:05:11.011567,2026-09-01
TL-ORD-F766A2013B,,sess_e937df43daa644ce,2640,396.0,0,2244.0,3,COD,CONFIRMED,Mumbai,114353,2026-08-18 09:18:22.716984,2026-08-18
TL-ORD-B4E3F30443,9264.0,sess_a0b8aef6626449e0,2769,0.0,0,2769.0,2,UPI,CONFIRMED,Pune,539222,2026-08-31 09:53:57.980165,2026-08-31
TL-ORD-CBBEAB694E,6715.0,sess_f3152a2d2bb4420d,4897,0.0,0,4897.0,3,NetBanking,CONFIRMED,Hyderabad,467451,2026-09-12 00:17:00.155597,2026-09-12
TL-ORD-6940137F19,9339.0,sess_9460cc33a11a49c3,577,0.0,99,676.0,2,UPI,CONFIRMED,Mumbai,652815,2026-08-16 11:32:25.504658,2026-08-16
TL-ORD-02DE73EE70,,sess_5a66aca7b6664e61,4072,610.8,0,3461.2,2,NetBanking,CONFIRMED,Chennai,696801,2026-08-30 23:35:26.197020,2026-08-30
TL-ORD-0C74FB7BB2,11538.0,sess_580be27d94bb4de1,3708,556.2,0,3151.8,4,NetBanking,CONFIRMED,Hyderabad,132469,2026-09-06 02:29:27.475323,2026-09-06
TL-ORD-E1719E63A4,9132.0,sess_a38ad018e78d4de2,1844,0.0,0,1844.0,2,Card,CONFIRMED,Bengaluru,646037,2026-08-20 13:01:46.762314,2026-08-20
TL-ORD-03B979A32F,8340.0,sess_785f8ac6836e475f,1724,258.6,0,1465.4,4,COD,CONFIRMED,Mumbai,178836,2026-09-01 18:18:12.424701,2026-09-01
TL-ORD-82B8733F2D,8608.0,sess_ca132fd047de4378,3899,584.85,0,3314.15,2,Card,CONFIRMED,Delhi NCR,592176,2026-08-28 18:44:43.437111,2026-08-28
TL-ORD-1CE9F97819,,sess_a5a88f7336004164,550,82.5,99,566.5,5,NetBanking,CONFIRMED,Pune,291108,2026-09-12 02:38:48.958672,2026-09-12
TL-ORD-5621A1B9D7,11888.0,sess_3efb379677584436,2108,0.0,0,2108.0,6,UPI,CONFIRMED,Hyderabad,465865,2026-08-18 16:05:58.218137,2026-08-18
TL-ORD-AA0A7C9B62,7209.0,sess_9e71a87189dd4ea8,1664,0.0,0,1664.0,3,Card,CONFIRMED,Hyderabad,462647,2026-08-28 12:38:56.248392,2026-08-28
TL-ORD-965521CB3C,9620.0,sess_230f50b937a647a3,859,0.0,99,958.0,2,Card,CONFIRMED,Pune,640640,2026-08-30 06:47:14.117032,2026-08-30
TL-ORD-80446FCF08,,sess_c75db926d6944103,2499,0.0,0,2499.0,3,COD,CONFIRMED,Chennai,232329,2026-08-29 07:43:22.996077,2026-08-29
TL-ORD-91C8EF66E7,,sess_f70168d3aaf74a7a,2511,0.0,0,2511.0,2,UPI,CONFIRMED,Bengaluru,443776,2026-08-28 16:20:16.931061,2026-08-28
TL-ORD-D97E85B02E,,sess_cbc4aa8e16394fce,3499,0.0,0,3499.0,3,UPI,CONFIRMED,Pune,336805,2026-09-12 16:55:27.374056,2026-09-12
TL-ORD-0BE3484877,6950.0,sess_e587e37286844b46,1603,240.45,0,1362.55,2,Card,CONFIRMED,Delhi NCR,444706,2026-08-18 09:10:48.788892,2026-08-18
TL-ORD-91A5A3DE6E,7140.0,sess_5548725784d14736,1199,0.0,0,1199.0,2,NetBanking,CONFIRMED,Bengaluru,668468,2026-09-07 15:49:26.626220,2026-09-07
TL-ORD-E8D4E37D8F,,sess_a48be1ed92984f05,4999,749.85,0,4249.15,3,UPI,CONFIRMED,Hyderabad,578352,2026-09-06 10:45:53.202721,2026-09-06
TL-ORD-08E40A6E8F,11864.0,sess_78bd8c0ce624498a,3282,0.0,0,3282.0,4,UPI,CONFIRMED,Pune,220501,2026-08-28 21:18:12.025155,2026-08-28
TL-ORD-DBCE8CA388,7405.0,sess_b8a093dac88742eb,1603,240.45,0,1362.55,2,COD,CONFIRMED,Delhi NCR,520959,2026-09-10 22:54:03.901524,2026-09-10
TL-ORD-2ED9DF1ED1,10224.0,sess_cc1f37d2c7474fb5,2688,0.0,0,2688.0,2,Card,CONFIRMED,Hyderabad,576778,2026-08-15 00:29:27.467980,2026-08-15
TL-ORD-3D1FCA1AB0,7976.0,sess_a17e01908fe9462e,894,0.0,99,993.0,2,Card,CONFIRMED,Chennai,524223,2026-09-11 01:53:41.755420,2026-09-11
TL-ORD-32AEECE9CD,9513.0,sess_a88c66c16a5e4929,5596,839.4,0,4756.6,2,NetBanking,CONFIRMED,Hyderabad,157460,2026-08-19 12:57:48.677335,2026-08-19
TL-ORD-8253859212,7557.0,sess_17d0c00116d540c8,1882,282.3,0,1599.7,2,COD,CONFIRMED,Pune,511872,2026-09-08 08:12:25.574976,2026-09-08
TL-ORD-575CFD0AEA,7182.0,sess_b979f7976f334e12,2438,0.0,0,2438.0,3,NetBanking,CONFIRMED,Chennai,133484,2026-08-17 08:08:58.253793,2026-08-17
TL-ORD-9AB55827C6,9002.0,sess_4cb7bdb0f71848ad,2799,0.0,0,2799.0,5,UPI,CONFIRMED,Delhi NCR,622555,2026-09-06 03:43:27.300899,2026-09-06
TL-ORD-01BBCE9F9F,6844.0,sess_4a2f3e9d63a245f2,3177,0.0,0,3177.0,3,COD,CONFIRMED,Hyderabad,301127,2026-08-29 14:45:30.108951,2026-08-29
TL-ORD-D6497A0BC6,10568.0,sess_ab58cd9789a34bff,2511,0.0,0,2511.0,2,Card,CONFIRMED,Delhi NCR,635925,2026-09-12 09:36:26.751394,2026-09-12
TL-ORD-4873BAA534,9053.0,sess_589750baff924da2,1952,292.8,0,1659.2,2,COD,CONFIRMED,Mumbai,148249,2026-09-05 13:24:28.326351,2026-09-05
TL-ORD-EED83AC444,10043.0,sess_78db98112e1b4b27,2799,0.0,0,2799.0,5,COD,CONFIRMED,Pune,122226,2026-09-11 05:25:08.710042,2026-09-11
TL-ORD-D8A324135F,6700.0,sess_272f47e0825d42ce,2640,0.0,0,2640.0,3,COD,CONFIRMED,Bengaluru,638872,2026-08-14 21:47:09.552194,2026-08-14
TL-ORD-FB1206DC9B,9145.0,sess_88d7179d50354b04,2662,399.3,0,2262.7,2,UPI,CONFIRMED,Pune,563057,2026-09-06 01:48:39.731738,2026-09-06
TL-ORD-3C7C0A7746,11424.0,sess_a572d1594aca400c,3577,0.0,0,3577.0,2,Card,CONFIRMED,Chennai,428164,2026-09-01 20:37:37.329881,2026-09-01
TL-ORD-6E63E973F1,,sess_c3c8e7ac735544ad,3421,0.0,0,3421.0,6,NetBanking,CONFIRMED,Bengaluru,174658,2026-08-24 20:05:51.572104,2026-08-24
TL-ORD-5190C569A3,10678.0,sess_2ba24d8d2f95438a,3233,484.95,0,2748.05,3,COD,CONFIRMED,Mumbai,572203,2026-08-28 11:38:33.257071,2026-08-28
TL-ORD-27C70CFF88,6409.0,sess_761b888d3e5f4d44,2538,380.7,0,2157.3,2,COD,CONFIRMED,Chennai,656118,2026-08-23 17:10:41.913213,2026-08-23
TL-ORD-A7E2BBB11C,,sess_b8e0621b5a7c4b76,5499,0.0,0,5499.0,3,UPI,CONFIRMED,Delhi NCR,311560,2026-08-19 20:41:48.918281,2026-08-19
TL-ORD-EBF3FBF238,,sess_c8c78f9db4b84cdd,1018,0.0,0,1018.0,5,NetBanking,CONFIRMED,Chennai,633130,2026-08-26 02:31:07.627114,2026-08-26
TL-ORD-11A59C48D1,6244.0,sess_1e7767f2ddd24604,5184,0.0,0,5184.0,6,COD,CONFIRMED,Delhi NCR,541731,2026-08-23 02:17:23.258673,2026-08-23
TL-ORD-49FC290352,9355.0,sess_abad19fa46924e5c,4817,722.55,0,4094.45,2,Card,CONFIRMED,Chennai,609963,2026-09-08 00:17:35.506263,2026-09-08
TL-ORD-8FDB22D77C,9172.0,sess_2752ebc5b214421a,4645,696.75,0,3948.25,2,UPI,CONFIRMED,Bengaluru,311914,2026-08-26 13:35:40.050602,2026-08-26
TL-ORD-503FEF501E,10749.0,sess_c20acc9d0e3446dd,1061,0.0,0,1061.0,3,COD,CONFIRMED,Mumbai,604246,2026-08-27 16:21:37.556429,2026-08-27
TL-ORD-4E65B14302,11219.0,sess_a4eb3576565d4278,3410,511.5,0,2898.5,4,COD,CONFIRMED,Chennai,536672,2026-09-06 13:33:03.005247,2026-09-06
TL-ORD-7E71E12EEB,7019.0,sess_a16236e1bd134de8,550,0.0,99,649.0,5,NetBanking,CONFIRMED,Chennai,493204,2026-09-09 05:27:38.923588,2026-09-09
TL-ORD-69B706D148,11126.0,sess_d6535284c9664492,3389,0.0,0,3389.0,2,COD,CONFIRMED,Chennai,546368,2026-08-20 20:32:29.426373,2026-08-20
TL-ORD-43D4B9E7EC,,sess_934dda7888824146,4299,644.85,0,3654.15,2,UPI,CONFIRMED,Chennai,600786,2026-09-05 20:57:22.860721,2026-09-05
TL-ORD-C6B3655FA9,10696.0,sess_3509b693e5df4968,3294,494.1,0,2799.9,4,NetBanking,CONFIRMED,Bengaluru,683939,2026-09-02 16:16:05.888341,2026-09-02
TL-ORD-9F37BAD409,8209.0,sess_7e6e8bf485524123,2235,335.25,0,1899.75,3,NetBanking,CONFIRMED,Chennai,600565,2026-08-23 14:06:09.735051,2026-08-23
TL-ORD-83C6BC5B3E,9062.0,sess_cae8a32666714c4b,3559,0.0,0,3559.0,2,Card,CONFIRMED,Mumbai,390424,2026-08-19 18:17:52.293268,2026-08-19
TL-ORD-217F17AFE2,11003.0,sess_c65a188fe1b5484b,4897,734.55,0,4162.45,3,COD,CONFIRMED,Pune,185916,2026-09-13 02:01:56.512485,2026-09-13
TL-ORD-7681435343,7590.0,sess_f5c7a5361a8c41c8,2673,400.95,0,2272.05,2,NetBanking,CONFIRMED,Chennai,213452,2026-08-20 23:49:11.250930,2026-08-20
TL-ORD-F707CEBF10,8242.0,sess_3151924309c04692,2403,0.0,0,2403.0,2,Card,CONFIRMED,Pune,235025,2026-09-03 12:10:06.842469,2026-09-03
TL-ORD-9A01BAEF8C,6061.0,sess_c2713eaadfef438e,5184,0.0,0,5184.0,6,COD,CONFIRMED,Bengaluru,535875,2026-09-03 14:24:09.847290,2026-09-03
TL-ORD-8B3B1BADB3,,sess_8249817e376f40fa,2199,0.0,0,2199.0,4,UPI,CONFIRMED,Delhi NCR,172973,2026-09-09 00:46:33.105332,2026-09-09
TL-ORD-997C67EDB1,,sess_5e7059fc8d2c4c02,3938,0.0,0,3938.0,3,NetBanking,CONFIRMED,Mumbai,581810,2026-08-24 00:39:09.832727,2026-08-24
TL-ORD-BBCAE392E9,8945.0,sess_61ee64be8581495a,2499,0.0,0,2499.0,3,Card,CONFIRMED,Delhi NCR,554208,2026-08-16 09:38:09.186564,2026-08-16
TL-ORD-DAE20F254C,8396.0,sess_bed42ee7592e41e5,4030,0.0,0,4030.0,4,UPI,CONFIRMED,Mumbai,425964,2026-08-15 08:06:41.192926,2026-08-15
TL-ORD-7F14D6B618,11879.0,sess_76ccfaf943264acf,2781,417.15,0,2363.85,2,Card,CONFIRMED,Hyderabad,511211,2026-08-25 10:53:50.456345,2026-08-25
TL-ORD-72EDE7CBE0,6144.0,sess_db844ee7bcd9488d,1875,281.25,0,1593.75,4,Card,CONFIRMED,Pune,612647,2026-09-12 18:31:26.114810,2026-09-12
TL-ORD-12A15F5361,6594.0,sess_9ca18cc150f14cd9,2195,0.0,0,2195.0,4,UPI,CONFIRMED,Delhi NCR,666919,2026-09-02 16:48:16.557243,2026-09-02
TL-ORD-8C9AF87BFB,6265.0,sess_798ed25ebd334cc3,2339,0.0,0,2339.0,2,Card,CONFIRMED,Pune,411403,2026-09-12 18:09:39.079296,2026-09-12
TL-ORD-A1E357E8D1,7135.0,sess_de9c2637eb78423e,1299,194.85,0,1104.15,3,Card,CONFIRMED,Bengaluru,388870,2026-08-16 05:19:41.037822,2026-08-16
TL-ORD-654486BFF3,10051.0,sess_5a4cbefa440a4233,3499,0.0,0,3499.0,3,UPI,CONFIRMED,Delhi NCR,647576,2026-08-21 03:41:48.686742,2026-08-21
TL-ORD-57D3B3051C,6051.0,sess_5b070ea8cac04d96,1270,0.0,0,1270.0,5,Card,CONFIRMED,Pune,520509,2026-09-12 21:50:10.847915,2026-09-12
TL-ORD-413CE97A72,,sess_4c2d7dd5a5ba493f,6594,0.0,0,6594.0,3,Card,CONFIRMED,Mumbai,118788,2026-08-28 04:50:09.774425,2026-08-28
TL-ORD-726022315E,9109.0,sess_b29556e95d1f47e0,2312,346.8,0,1965.2,5,Card,CONFIRMED,Bengaluru,584317,2026-09-01 02:25:42.981170,2026-09-01
TL-ORD-4D38F55312,9224.0,sess_17659348cb4a4612,869,130.35,99,837.65,3,UPI,CONFIRMED,Chennai,688047,2026-08-18 01:43:22.349290,2026-08-18
TL-ORD-374CCC26E5,,sess_f08fb16d72054d44,1034,0.0,0,1034.0,4,UPI,CONFIRMED,Hyderabad,224800,2026-09-12 11:58:47.481675,2026-09-12
