session_id,user_id,device_type,experiment_variant,session_start_time,session_date
sess_bd764af176d14100,,mobile,control_keyword,2026-08-22 06:36:17.839715,2026-08-22
sess_b2ee0ce0f93e4d3e,11140.0,desktop,treatment_ai_search,2026-09-12 21:20:12.008189,2026-09-12
sess_421fa8dda91d416b,7830.0,mobile,control_keyword,2026-08-29 20:56:25.755069,2026-08-29
sess_1437a85c1b5949e2,,mobile,treatment_ai_search,2026-09-10 23:51:21.514854,2026-09-10
sess_1037853af89f4c00,11305.0,mobile,control_keyword,2026-09-03 20:05:23.638552,2026-09-03
sess_e615775db1d54350,10943.0,desktop,treatment_ai_search,2026-09-02 19:05:05.237589,2026-09-02
sess_0b3ddd842965415f,6814.0,mobile,control_keyword,2026-08-23 08:19:38.206280,2026-08-23
sess_74d8cf035e3e4f8e,,desktop,treatment_ai_search,2026-08-22 07:53:49.728028,2026-08-22
sess_c029ff0a2b704190,8109.0,mobile,control_keyword,2026-08-23 12:16:56.968292,2026-08-23
sess_14962732fba24be3,8242.0,mobile,treatment_ai_search,2026-08-29 16:39:41.590296,2026-08-29
sess_809875a230fc4593,6223.0,mobile,control_keyword,2026-09-02 00:45:15.184027,2026-09-02
sess_2ae2c90b6bea4fd4,11620.0,mobile,treatment_ai_search,2026-08-17 15:15:35.168203,2026-08-17
sess_de02e9da7da24fe8,,mobile,control_keyword,2026-08-15 11:36:33.974117,2026-08-15
sess_fa8bb887bfb04ba2,11115.0,desktop,treatment_ai_search,2026-08-17 23:11:03.682807,2026-08-17
sess_475abb8bda294385,6371.0,desktop,control_keyword,2026-08-30 16:00:08.559933,2026-08-30
sess_c0c8e40edcb74252,9367.0,mobile,treatment_ai_search,2026-08-28 21:01:08.464853,2026-08-28
sess_32e9646b73194214,8615.0,mobile,control_keyword,2026-09-13 05:17:39.396340,2026-09-13
sess_b36319efc0e44044,,mobile,treatment_ai_search,2026-09-01 19:27:05.127114,2026-09-01
sess_d0fd017e05324257,10145.0,mobile,control_keyword,2026-09-13 14:13:46.663593,2026-09-13
sess_11afe4bbfdc54210,,desktop,treatment_ai_search,2026-08-17 02:14:57.561557,2026-08-17
sess_b5acdbca85384e31,7416.0,desktop,control_keyword,2026-09-12 01:12:08.580959,2026-09-12
sess_3ef45b8d7e084494,8945.0,tablet,treatment_ai_search,2026-09-12 09:29:22.446148,2026-09-12
sess_f8e341c7969c47b8,,mobile,control_keyword,2026-08-29 14:01:07.288185,2026-08-29
sess_d0e7030ae98a4605,,mobile,treatment_ai_search,2026-09-09 09:32:01.023334,2026-09-09
sess_900b16ad7bd84e15,11489.0,mobile,control_keyword,2026-09-04 02:04:58.431217,2026-09-04
sess_e9c26c2002f74a9e,8420.0,desktop,treatment_ai_search,2026-09-13 04:14:41.468098,2026-09-13
sess_f8c5fa5bf3f14e50,9129.0,mobile,control_keyword,2026-09-09 15:39:13.437164,2026-09-09
sess_cea94e28be3745c9,8251.0,desktop,treatment_ai_search,2026-09-01 09:18:03.987454,2026-09-01
sess_71122674d3e6475e,11693.0,mobile,control_keyword,2026-09-10 00:12:41.755326,2026-09-10
sess_f54741549c6d4fca,6854.0,mobile,treatment_ai_search,2026-09-08 06:02:00.442521,2026-09-08
sess_adb98b9de782429e,,desktop,control_keyword,2026-08-27 03:18:05.818605,2026-08-27
sess_a03b8afa7ace46ee,8649.0,mobile,treatment_ai_search,2026-09-02 10:27:03.640096,2026-09-02
sess_daa4bf13978b4d63,11237.0,desktop,control_keyword,2026-09-11 02:21:55.203607,2026-09-11
sess_59ade004ba74415c,8461.0,mobile,treatment_ai_search,2026-09-05 17:36:41.840591,2026-09-05
sess_6c66a999b0f449e8,10294.0,desktop,control_keyword,2026-08-24 08:31:34.732085,2026-08-24
sess_ad520d33360c41de,10503.0,tablet,treatment_ai_search,2026-08-15 12:43:55.031987,2026-08-15
sess_1146c974f9d443ff,11315.0,desktop,control_keyword,2026-09-13 09:44:42.812101,2026-09-13
sess_a287e934ec014add,11708.0,mobile,treatment_ai_search,2026-09-07 02:47:27.272545,2026-09-07
sess_c2a5c237c2a143cb,6943.0,desktop,control_keyword,2026-08-23 00:20:03.873900,2026-08-23
sess_c6cb8614eb8b4da3,8898.0,tablet,treatment_ai_search,2026-09-02 06:27:54.562493,2026-09-02
sess_b568bcff64f74240,6643.0,mobile,control_keyword,2026-08-23 04:54:09.626020,2026-08-23
sess_83360b6f53c04ecc,11962.0,desktop,treatment_ai_search,2026-08-25 04:19:11.895563,2026-08-25
sess_3b5c8c8209874f64,6278.0,tablet,control_keyword,2026-09-01 19:17:48.131372,2026-09-01
sess_da3f9bca04d34bc5,6002.0,desktop,treatment_ai_search,2026-09-02 06:54:33.048512,2026-09-02
sess_7967e7c527934497,,mobile,control_keyword,2026-08-19 21:33:44.541811,2026-08-19
sess_a23ca0e668a647ff,10258.0,mobile,treatment_ai_search,2026-08-15 01:43:35.304424,2026-08-15
sess_5c85865d98124d8a,,mobile,control_keyword,2026-08-28 12:47:10.402653,2026-08-28
sess_342ac55a36dc4b27,,mobile,treatment_ai_search,2026-09-04 06:39:34.376376,2026-09-04
sess_0f064b3c54de4fa0,7755.0,desktop,control_keyword,2026-09-09 05:40:51.552895,2026-09-09
sess_783d9e37cfb444b8,,mobile,treatment_ai_search,2026-08-18 20:46:27.570820,2026-08-18
sess_0870b46caa00458b,6869.0,desktop,control_keyword,2026-09-01 17:55:11.056366,2026-09-01
sess_62575b276f1b4cbe,,desktop,treatment_ai_search,2026-08-17 22:11:03.821213,2026-08-17
sess_6d3f3827a62041d7,6952.0,mobile,control_keyword,2026-08-24 02:30:16.733625,2026-08-24
sess_7a7dadba4826467c,11805.0,mobile,treatment_ai_search,2026-08-23 11:20:45.226080,2026-08-23
sess_827e73801d894256,,mobile,control_keyword,2026-08-27 12:13:36.933707,2026-08-27
sess_1950c645f391490f,7645.0,mobile,treatment_ai_search,2026-08-19 06:38:12.114533,2026-08-19
sess_6298ff068ba54add,11139.0,mobile,control_keyword,2026-09-09 14:33:30.499272,2026-09-09
sess_a90e60f57b384de6,11436.0,desktop,treatment_ai_search,2026-09-03 23:41:26.590875,2026-09-03
sess_73a19a8ad9d14621,7079.0,mobile,control_keyword,2026-09-01 17:40:53.697132,2026-09-01
sess_563c38e75a4e494b,6016.0,mobile,treatment_ai_search,2026-09-08 02:48:41.672348,2026-09-08
sess_4451b0b315884190,,mobile,control_keyword,2026-09-06 20:09:03.184591,2026-09-06
sess_8b2db3acf8a749b7,7492.0,mobile,treatment_ai_search,2026-08-26 12:38:06.483235,2026-08-26
sess_0dc278688c7c49ba,7591.0,desktop,control_keyword,2026-08-31 01:14:38.234114,2026-08-31
sess_d6b922924ce441a7,6015.0,mobile,treatment_ai_search,2026-09-11 02:42:57.957414,2026-09-11
sess_df56f86752d94b1a,,mobile,control_keyword,2026-09-04 07:03:46.312343,2026-09-04
sess_2b3a02ccabea449e,8430.0,mobile,treatment_ai_search,2026-09-02 06:13:38.021115,2026-09-02
sess_dd25ec8374414dd9,,mobile,control_keyword,2026-08-16 23:43:56.771909,2026-08-16
sess_a8b44555ed6a4fac,8454.0,mobile,treatment_ai_search,2026-08-22 10:15:57.067927,2026-08-22
sess_cd6ba2a1fd6c4e0e,10742.0,desktop,control_keyword,2026-09-13 02:01:16.770160,2026-09-13
sess_d1a04c3af00d4764,6621.0,desktop,treatment_ai_search,2026-09-03 23:13:57.411887,2026-09-03
sess_664b0ae67a9847a9,,mobile,control_keyword,2026-09-05 08:09:34.576457,2026-09-05
sess_cc5c4d744ebe4d37,6802.0,mobile,treatment_ai_search,2026-09-02 21:45:43.022679,2026-09-02
sess_39e977f722c14fa7,,mobile,control_keyword,2026-08-31 06:02:38.639909,2026-08-31
sess_1958e08d27f940d8,6057.0,mobile,treatment_ai_search,2026-09-09 21:06:19.646643,2026-09-09
sess_fd469f5a4a3b4c12,9772.0,mobile,control_keyword,2026-09-05 09:54:26.391639,2026-09-05
sess_85ddf995e2ec4562,8418.0,mobile,treatment_ai_search,2026-09-01 17:27:46.033845,2026-09-01
sess_cd1fde608fd74f5b,,desktop,control_keyword,2026-09-03 08:39:18.788258,2026-09-03
sess_7d52a32f13784eed,,desktop,treatment_ai_search,2026-09-05 10:55:41.446889,2026-09-05
sess_c14f766b9d764ba1,7372.0,mobile,control_keyword,2026-08-26 12:26:52.825087,2026-08-26
sess_7a150d8555924847,,mobile,treatment_ai_search,2026-08-15 19:32:37.824636,2026-08-15
sess_1217eb2c332f4751,8689.0,mobile,control_keyword,2026-08-17 05:55:30.958018,2026-08-17
sess_518efb95a9234c63,9392.0,mobile,treatment_ai_search,2026-09-05 23:48:44.451582,2026-09-05
sess_a3e71aefd1c94271,,desktop,control_keyword,2026-09-04 12:43:17.409546,2026-09-04
sess_a1eed631d70b4443,9033.0,desktop,treatment_ai_search,2026-09-09 11:48:21.607337,2026-09-09
sess_a2205917e45b4f15,6376.0,mobile,control_keyword,2026-09-09 02:57:35.671623,2026-09-09
sess_f7ea5102a3784db3,,mobile,treatment_ai_search,2026-08-15 10:30:21.119656,2026-08-15
sess_36f67f27079c4269,9051.0,mobile,control_keyword,2026-08-23 19:57:28.273093,2026-08-23
sess_7ab670bb4a614f78,11572.0,mobile,treatment_ai_search,2026-08-30 07:46:05.285162,2026-08-30
sess_f918294b712e44d1,7457.0,mobile,control_keyword,2026-09-06 01:28:36.634479,2026-09-06
sess_82a572a5de434437,10131.0,mobile,treatment_ai_search,2026-08-31 01:30:01.489487,2026-08-31
sess_7f3fe322aea440ef,11602.0,desktop,control_keyword,2026-08-25 20:52:29.399280,2026-08-25
sess_615028769fd5462f,10179.0,mobile,treatment_ai_search,2026-08-19 14:16:37.581177,2026-08-19
sess_a29af93570f844db,,mobile,control_keyword,2026-09-08 10:07:50.368977,2026-09-08
sess_4cf6d7968b2a486b,,mobile,treatment_ai_search,2026-08-27 02:54:27.506831,2026-08-27
sess_4a6ea1a5607e4aa3,,mobile,control_keyword,2026-08-24 23:07:05.741243,2026-08-24
sess_8cb87bba91f54011,6859.0,desktop,treatment_ai_search,2026-08-22 10:09:06.360164,2026-08-22
sess_6a981d49bfc04b93,8399.0,desktop,control_keyword,2026-08-31 22:05:30.405616,2026-08-31
sess_6a8f6b9aa9d84b6a,7599.0,mobile,treatment_ai_search,2026-09-10 23:18:47.877960,2026-09-10
sess_2646f92b2801404c,10053.0,desktop,control_keyword,2026-08-18 09:59:34.573687,2026-08-18
sess_de70ce39a19a4874,10894.0,mobile,treatment_ai_search,2026-09-04 02:55:14.808332,2026-09-04
sess_cbe3878d76f742ef,6468.0,desktop,control_keyword,2026-09-10 00:35:36.121155,2026-09-10
sess_99b2eb618a3e4f5a,7064.0,mobile,treatment_ai_search,2026-09-04 20:38:25.320129,2026-09-04
sess_74ac720ac4b04df5,9613.0,mobile,control_keyword,2026-09-07 19:28:16.789917,2026-09-07
sess_1d2672b85e624d24,6164.0,mobile,treatment_ai_search,2026-08-22 03:38:43.539605,2026-08-22
sess_bbd7e88031d14a00,9049.0,mobile,control_keyword,2026-08-30 19:25:13.297410,2026-08-30
sess_ec9d7878b55b43b8,,mobile,treatment_ai_search,2026-08-26 17:36:22.317133,2026-08-26
sess_ceda1a55e5304fb8,11465.0,mobile,control_keyword,2026-08-31 03:51:20.556892,2026-08-31
sess_a8eaf1e8f27b43b1,,tablet,treatment_ai_search,2026-09-12 00:09:38.843722,2026-09-12
sess_fa30359e2e484e96,8097.0,mobile,control_keyword,2026-08-22 18:04:29.200619,2026-08-22
sess_fb9edb13efbd4ac5,7820.0,mobile,treatment_ai_search,2026-09-13 15:07:00.286860,2026-09-13
sess_9467a228d3d440eb,7855.0,desktop,control_keyword,2026-09-08 01:44:26.344178,2026-09-08
sess_604fb5de789f46e9,8630.0,desktop,treatment_ai_search,2026-08-26 23:33:41.849247,2026-08-26
sess_fd0f8d60f0004a8c,11766.0,desktop,control_keyword,2026-08-16 06:40:23.472975,2026-08-16
sess_9c24a6c781a7453d,7850.0,desktop,treatment_ai_search,2026-08-25 10:08:02.489954,2026-08-25
sess_21b0229d31e54c43,11668.0,mobile,control_keyword,2026-08-29 00:26:06.466074,2026-08-29
sess_1f02d3869ab0483f,7213.0,desktop,treatment_ai_search,2026-08-18 02:31:16.124618,2026-08-18
sess_ef45f2a27eb4429f,7127.0,desktop,control_keyword,2026-08-30 01:36:51.543874,2026-08-30
sess_68e0e1b4dd2d4973,9627.0,mobile,treatment_ai_search,2026-08-17 03:53:36.572043,2026-08-17
sess_a0f5f6fdd6664109,11059.0,mobile,control_keyword,2026-08-19 04:49:01.791933,2026-08-19
sess_dfa7c4a1b95449ce,6166.0,mobile,treatment_ai_search,2026-08-28 10:55:47.450220,2026-08-28
sess_5eec95de98c944ca,,mobile,control_keyword,2026-08-23 10:17:58.792837,2026-08-23
sess_dce8c3c2b0324bce,10221.0,desktop,treatment_ai_search,2026-08-28 06:48:09.843885,2026-08-28
sess_03b84b2e36874dd5,9015.0,desktop,control_keyword,2026-08-24 17:09:23.777259,2026-08-24
sess_ae257410e3b0495b,9101.0,desktop,treatment_ai_search,2026-09-12 05:20:43.373155,2026-09-12
sess_0101739f08ed491f,6613.0,mobile,control_keyword,2026-08-24 15:52:17.362936,2026-08-24
sess_84454eb0bee3499d,,mobile,treatment_ai_search,2026-08-24 00:28:50.999526,2026-08-24
sess_c6b377e3febc41b0,9800.0,desktop,control_keyword,2026-09-05 21:20:34.072136,2026-09-05
sess_ab0b3d496f8f44e6,7865.0,desktop,treatment_ai_search,2026-09-08 19:25:21.413029,2026-09-08
sess_b0b80dfa8bbb477c,10084.0,mobile,control_keyword,2026-08-21 20:36:18.529284,2026-08-21
sess_6f68a12ec33547af,,mobile,treatment_ai_search,2026-09-06 19:56:11.280522,2026-09-06
sess_e2fd9a2965e54688,9684.0,mobile,control_keyword,2026-08-30 09:46:50.815664,2026-08-30
sess_4af36dd0cd91407c,8009.0,desktop,treatment_ai_search,2026-08-27 09:57:30.277250,2026-08-27
sess_6fdbd9950c444186,11689.0,mobile,control_keyword,2026-08-31 13:12:39.851137,2026-08-31
sess_53690ceb2c3c423a,7755.0,desktop,treatment_ai_search,2026-08-23 11:54:36.644212,2026-08-23
sess_f3b114c0c25d4d7e,11109.0,mobile,control_keyword,2026-08-25 06:08:33.580140,2026-08-25
sess_e9e120f6e2ef471f,8332.0,desktop,treatment_ai_search,2026-09-04 23:19:46.792612,2026-09-04
sess_74d3e69f7b984504,,tablet,control_keyword,2026-09-12 12:56:11.754350,2026-09-12
sess_2c3f93566c3a4482,,desktop,treatment_ai_search,2026-08-16 10:52:10.556042,2026-08-16
sess_7c08873ff2de4d75,7529.0,mobile,control_keyword,2026-08-20 23:51:32.922772,2026-08-20
sess_3d3d25700ba9498c,7389.0,desktop,treatment_ai_search,2026-08-18 12:48:12.695991,2026-08-18
sess_e032fb943d83446d,7182.0,mobile,control_keyword,2026-09-11 04:18:15.363229,2026-09-11
sess_b50c639ee50c4416,,mobile,treatment_ai_search,2026-08-15 18:17:09.891479,2026-08-15
sess_aada2fb76b664212,,desktop,control_keyword,2026-08-25 14:06:50.991965,2026-08-25
sess_72a151538d60463d,11118.0,mobile,treatment_ai_search,2026-08-19 19:47:34.843979,2026-08-19
sess_063576fcf6594e18,9214.0,mobile,control_keyword,2026-08-25 20:55:00.080242,2026-08-25
sess_ab06346f4d7b4140,,desktop,treatment_ai_search,2026-09-10 07:51:59.026108,2026-09-10
sess_fdf75938f5cb45c1,7716.0,mobile,control_keyword,2026-08-17 20:56:42.363307,2026-08-17
sess_cd9d6ca0a2bb415d,,desktop,treatment_ai_search,2026-09-06 20:36:36.172875,2026-09-06
sess_1fa99199c1b3492d,7869.0,desktop,control_keyword,2026-09-12 22:57:29.573363,2026-09-12
sess_3f35976cbe704787,8539.0,mobile,treatment_ai_search,2026-08-28 03:40:45.260361,2026-08-28
sess_75dcadce018549be,6359.0,desktop,control_keyword,2026-08-18 21:38:13.414100,2026-08-18
sess_1a6e98e240d44c02,,mobile,treatment_ai_search,2026-08-30 16:42:09.869059,2026-08-30
sess_7f70d6ea093b4bc9,7651.0,mobile,control_keyword,2026-09-02 10:19:30.892930,2026-09-02
sess_864c44b0d9ef41fd,9186.0,mobile,treatment_ai_search,2026-08-30 02:33:07.899646,2026-08-30
sess_a2a858e41e664937,,desktop,control_keyword,2026-08-20 02:09:13.458198,2026-08-20
sess_5c5997caa4144536,6101.0,mobile,treatment_ai_search,2026-08-18 08:36:41.357138,2026-08-18
sess_b278ebb4fc044428,11940.0,mobile,control_keyword,2026-08-15 01:00:46.650849,2026-08-15
sess_755afedcd83d4ba1,8188.0,desktop,treatment_ai_search,2026-09-13 07:16:01.102709,2026-09-13
sess_8c88935ec22649ba,,desktop,control_keyword,2026-08-21 09:31:45.227571,2026-08-21
sess_fc673782a4914537,11159.0,desktop,treatment_ai_search,2026-08-30 07:32:17.555561,2026-08-30
sess_0cb247544d814852,11315.0,mobile,control_keyword,2026-08-28 01:41:44.570565,2026-08-28
sess_14683c7a0b5f44cf,11088.0,mobile,treatment_ai_search,2026-08-29 09:41:57.957773,2026-08-29
sess_d5a3efd6376148d0,,mobile,control_keyword,2026-09-09 02:01:59.404307,2026-09-09
sess_e8b32d7556d149c8,,mobile,treatment_ai_search,2026-08-31 04:11:13.016534,2026-08-31
sess_eb30a1ebef2c4684,10358.0,mobile,control_keyword,2026-08-20 03:41:32.766128,2026-08-20
sess_f865377c18e2447a,6349.0,mobile,treatment_ai_search,2026-08-21 12:02:38.183970,2026-08-21
sess_50611a1c9abb4015,8460.0,mobile,control_keyword,2026-09-05 06:17:29.648991,2026-09-05
sess_f1b2f8cc17154c23,6912.0,mobile,treatment_ai_search,2026-09-11 05:32:02.989722,2026-09-11
sess_5d020c7dd4844d7b,10171.0,mobile,control_keyword,2026-08-18 03:49:20.822656,2026-08-18
sess_721d0499e7be41fe,7043.0,desktop,treatment_ai_search,2026-08-18 12:47:12.773512,2026-08-18
sess_c127d3a68d814f0c,9826.0,mobile,control_keyword,2026-09-04 03:19:41.601350,2026-09-04
sess_5311f13318444c47,,mobile,treatment_ai_search,2026-09-12 15:02:01.405531,2026-09-12
sess_32b1ff7807ce4acc,7791.0,mobile,control_keyword,2026-08-31 10:54:45.486536,2026-08-31
sess_950d38be5f9a409c,10485.0,desktop,treatment_ai_search,2026-08-28 04:23:02.748342,2026-08-28
sess_1e6f75e8291740a5,7932.0,mobile,control_keyword,2026-08-25 11:10:02.881856,2026-08-25
sess_deb609348e474296,7585.0,mobile,treatment_ai_search,2026-09-09 23:25:33.198946,2026-09-09
sess_1e1c391f49a94e68,,mobile,control_keyword,2026-08-29 11:00:07.201037,2026-08-29
sess_c6b5d23f93eb4129,,mobile,treatment_ai_search,2026-08-20 21:29:44.415773,2026-08-20
sess_3f28655f3aa54da2,11391.0,desktop,control_keyword,2026-09-08 05:56:51.964610,2026-09-08
sess_32f7c98c4c1c4622,,mobile,treatment_ai_search,2026-09-09 20:04:29.846353,2026-09-09
sess_0756cac541a14fa6,11233.0,mobile,control_keyword,2026-09-04 10:01:44.907080,2026-09-04
sess_c1740f9060d3444b,9044.0,mobile,treatment_ai_search,2026-09-12 10:38:05.998167,2026-09-12
sess_1381734714394f91,10830.0,desktop,control_keyword,2026-09-04 01:06:16.163746,2026-09-04
sess_f3cac17fa87e4e6e,,mobile,treatment_ai_search,2026-08-27 21:42:19.166127,2026-08-27
sess_db61506e124a4eca,8327.0,mobile,control_keyword,2026-08-17 10:22:23.453529,2026-08-17
sess_8256d24d015d48ce,8308.0,tablet,treatment_ai_search,2026-08-22 04:15:49.110470,2026-08-22
sess_5f9ff5eb74c5442d,7953.0,mobile,control_keyword,2026-09-12 17:08:38.541370,2026-09-12
sess_acc3c22294dd471d,11640.0,mobile,treatment_ai_search,2026-08-27 18:42:26.345109,2026-08-27
sess_fa4a67d19ba647ee,10388.0,mobile,control_keyword,2026-08-25 01:49:10.728986,2026-08-25
sess_00aaf824408046aa,9428.0,desktop,treatment_ai_search,2026-09-09 18:39:53.485561,2026-09-09
sess_519b196777c34878,6537.0,mobile,control_keyword,2026-08-18 07:35:20.575175,2026-08-18
sess_146b6662949a4980,11060.0,desktop,treatment_ai_search,2026-09-09 08:20:44.624307,2026-09-09
sess_3c8cd468943d44b3,,mobile,control_keyword,2026-09-10 04:33:56.247185,2026-09-10
sess_60c53fc708a54a23,,mobile,treatment_ai_search,2026-08-26 23:52:28.850149,2026-08-26
sess_7015a724917f4361,,mobile,control_keyword,2026-08-21 03:36:18.792075,2026-08-21
sess_c4dae817cd754f0c,6868.0,mobile,treatment_ai_search,2026-08-28 02:28:24.404488,2026-08-28
sess_c44438dd8782407d,7128.0,mobile,control_keyword,2026-08-30 12:52:49.856944,2026-08-30
sess_20218fbfaca548ef,8294.0,mobile,treatment_ai_search,2026-08-15 22:20:12.799090,2026-08-15
sess_cf8eef1c25b84882,,desktop,control_keyword,2026-08-26 23:10:11.845391,2026-08-26
sess_4df154215ed5498f,,mobile,treatment_ai_search,2026-08-21 07:55:26.600660,2026-08-21
sess_372638edf3364d14,7981.0,tablet,control_keyword,2026-09-08 18:11:36.625450,2026-09-08
sess_91606fe127844362,10694.0,mobile,treatment_ai_search,2026-09-12 09:50:18.220212,2026-09-12
sess_46c3351a9b274df4,8566.0,desktop,control_keyword,2026-08-19 18:06:55.549180,2026-08-19
sess_5e11c571253247e7,9354.0,mobile,treatment_ai_search,2026-08-19 05:04:30.217709,2026-08-19
sess_c2a4cd1d62314384,,mobile,control_keyword,2026-08-19 05:41:54.965134,2026-08-19
sess_8b41e8778295442e,,mobile,treatment_ai_search,2026-08-26 20:02:03.702132,2026-08-26
sess_d6e2c900d91748a0,10959.0,mobile,control_keyword,2026-09-10 07:27:38.746199,2026-09-10
sess_ddbaef1453df4991,11188.0,mobile,treatment_ai_search,2026-08-15 01:52:32.342555,2026-08-15
sess_f173ed0fe61f4956,,desktop,control_keyword,2026-08-15 08:49:20.925839,2026-08-15
sess_8a9b79b567f640c1,,mobile,treatment_ai_search,2026-08-23 03:30:25.419924,2026-08-23
sess_8070593b7e134342,7309.0,mobile,control_keyword,2026-09-13 09:46:04.832588,2026-09-13
sess_d55e2eceec66419a,8075.0,mobile,treatment_ai_search,2026-08-20 07:39:01.710214,2026-08-20
sess_a1b64d4d480d4126,7011.0,mobile,control_keyword,2026-09-01 05:57:17.875758,2026-09-01
sess_aa50f27995294121,7729.0,mobile,treatment_ai_search,2026-08-30 22:27:46.138328,2026-08-30
sess_08b1e47c211c4245,9928.0,desktop,control_keyword,2026-08-27 15:42:04.372024,2026-08-27
sess_66019549e61b4060,,mobile,treatment_ai_search,2026-08-22 21:18:40.748799,2026-08-22
sess_451c8b78dbe94aec,9639.0,desktop,control_keyword,2026-09-13 11:15:35.324705,2026-09-13
sess_75c46ed728724d85,10395.0,mobile,treatment_ai_search,2026-08-19 06:54:54.629685,2026-08-19
sess_230447cd136b45e6,,desktop,control_keyword,2026-09-05 03:14:03.396273,2026-09-05
sess_1d9362b34bd24a5b,,desktop,treatment_ai_search,2026-09-04 21:30:01.024229,2026-09-04
sess_fb9070ed64bb48d2,8070.0,desktop,control_keyword,2026-08-23 02:19:26.846132,2026-08-23
sess_8512086652024683,11575.0,mobile,treatment_ai_search,2026-09-06 08:13:23.130574,2026-09-06
sess_00603f9b9d9a41ec,7026.0,mobile,control_keyword,2026-09-09 14:24:19.533021,2026-09-09
sess_851bcbb132de47ac,8782.0,mobile,treatment_ai_search,2026-09-07 17:26:36.508049,2026-09-07
sess_aee9d6b0c58a4b87,6959.0,desktop,control_keyword,2026-09-06 19:12:30.470750,2026-09-06
sess_7c62dcb11c2c446a,11999.0,mobile,treatment_ai_search,2026-08-26 22:50:22.347790,2026-08-26
sess_336106201a934d42,6057.0,mobile,control_keyword,2026-09-07 21:58:11.936274,2026-09-07
sess_4857d180963e4c4a,8412.0,mobile,treatment_ai_search,2026-09-06 02:37:55.329933,2026-09-06
sess_5b69fad1bbb44c8d,7140.0,desktop,control_keyword,2026-08-23 02:47:52.532377,2026-08-23
sess_150b9534487d4dc4,7028.0,desktop,treatment_ai_search,2026-08-30 22:24:46.671890,2026-08-30
sess_19e2881cef784a5b,11191.0,tablet,control_keyword,2026-08-28 05:17:22.101235,2026-08-28
sess_08f2d4af34754d7e,9573.0,desktop,treatment_ai_search,2026-08-17 19:32:25.947359,2026-08-17
sess_fefbb6103260491e,6514.0,mobile,control_keyword,2026-08-26 00:38:05.112984,2026-08-26
sess_8c02f11cbb0d423f,11797.0,mobile,treatment_ai_search,2026-08-28 00:47:30.094436,2026-08-28
sess_1aa8f3c68e464dde,8210.0,mobile,control_keyword,2026-08-23 08:33:29.834586,2026-08-23
sess_2db3c3532453412d,9506.0,desktop,treatment_ai_search,2026-08-28 02:02:51.359173,2026-08-28
sess_59e1abf50b6a4ecc,7241.0,desktop,control_keyword,2026-09-11 07:26:01.876933,2026-09-11
sess_ec4ac065282748d3,8560.0,desktop,treatment_ai_search,2026-08-27 11:18:41.835170,2026-08-27
sess_367be4cac9144dc2,10262.0,mobile,control_keyword,2026-09-04 18:50:02.324963,2026-09-04
sess_0fc54845d0634896,,mobile,treatment_ai_search,2026-08-20 05:36:18.122113,2026-08-20
sess_298bf375a7d84013,,desktop,control_keyword,2026-08-17 04:39:53.937667,2026-08-17
sess_758e103a1b7f4c4c,9661.0,mobile,treatment_ai_search,2026-08-17 10:17:28.441931,2026-08-17
sess_871fde70ca5c44c2,8297.0,mobile,control_keyword,2026-08-30 05:31:50.761602,2026-08-30
sess_aec030b901bd47c4,8865.0,desktop,treatment_ai_search,2026-08-16 21:01:19.309204,2026-08-16
sess_9ec78b96e1324654,9600.0,mobile,control_keyword,2026-08-26 09:20:50.578496,2026-08-26
sess_9ef09ee1ccb84078,7927.0,desktop,treatment_ai_search,2026-08-26 11:56:31.501769,2026-08-26
sess_221eb1486d444327,8658.0,mobile,control_keyword,2026-08-24 19:43:02.747141,2026-08-24
sess_d771553d9cc6426a,7043.0,mobile,treatment_ai_search,2026-09-05 02:54:30.175096,2026-09-05
sess_d7592049d9c94b9d,,desktop,control_keyword,2026-09-04 23:42:39.236812,2026-09-04
sess_dc7c9fe4ed954b82,,mobile,treatment_ai_search,2026-08-15 15:32:02.040295,2026-08-15
sess_ee5e03b7ab9d4622,6732.0,desktop,control_keyword,2026-09-11 04:13:12.463038,2026-09-11
sess_46dc65028984411e,9139.0,mobile,treatment_ai_search,2026-09-05 22:48:18.007092,2026-09-05
sess_bd6d157af46a4bca,11337.0,mobile,control_keyword,2026-08-20 10:44:12.200400,2026-08-20
sess_bb0e3afaaba4474a,9660.0,mobile,treatment_ai_search,2026-09-05 08:43:56.598287,2026-09-05
sess_b04404b0e1944b83,,mobile,control_keyword,2026-09-03 01:17:14.026102,2026-09-03
sess_90d77d9b044143d9,6702.0,mobile,treatment_ai_search,2026-08-31 16:29:49.712514,2026-08-31
sess_e6dba37f5432430b,,tablet,control_keyword,2026-08-27 09:22:50.907233,2026-08-27
sess_5331e4f05f2246d0,6498.0,desktop,treatment_ai_search,2026-08-17 15:40:06.391621,2026-08-17
sess_cb7db04910794c9c,6255.0,mobile,control_keyword,2026-09-04 20:00:06.314063,2026-09-04
sess_5642dd9f2e8c4d5e,,desktop,treatment_ai_search,2026-09-04 15:46:13.291039,2026-09-04
sess_e5567513eae64adb,11586.0,tablet,control_keyword,2026-09-06 06:25:29.371252,2026-09-06
sess_f2ec0e3f80224356,7762.0,mobile,treatment_ai_search,2026-09-06 12:15:31.728609,2026-09-06
sess_898a24dbd2e94a9c,11200.0,mobile,control_keyword,2026-09-02 05:31:36.650445,2026-09-02
